from,to,duration
87471102,87471003,12
87471102,87471060,5
87471102,87471078,4
87471144,87159947,7
87471144,87471037,5
87471144,87471151,4
87471151,87471037,7
87471151,87471144,4
87471151,87471169,4
87471151,87471177,6
87471151,87471185,30
87471169,87471151,4
87471169,87471177,4
87471177,87471151,6
87471177,87471169,4
87471177,87471185,5
87471185,87471003,40
87471185,87471037,13
87471185,87471151,9
87471185,87471177,5
87471185,87471201,7
87471185,87471219,9
87471185,87471300,20
87471201,87471185,7
87471201,87471219,4
87471219,87471185,10
87471219,87471201,4
87471219,87471227,4
87471219,87471300,10
87471227,87471219,4
87471227,87471300,9
87471300,87471003,36
87471300,87471185,17
87471300,87471219,10
87471300,87471227,8
87471300,87476606,26
87471300,87476671,15
87471300,87476689,9
87471300,87476754,7
87471300,87476762,11
87471300,87481002,43
87471300,87481846,24
87471318,87471029,5
87471318,87471326,5
87471326,87471318,4
87471326,87471334,8
87471334,87471326,7
87471334,87471342,7
87471342,87471334,7
87471342,87471359,5
87471359,87471342,3
87471359,87471367,17
87471367,87471359,16
87471367,87481648,16
87471391,87471003,6
87471391,87471045,7
87471391,87471458,8
87471391,87478032,14
87471391,87478040,17
87471391,87478057,20
87471391,87478073,27
87471458,87471045,4
87471458,87471391,8
87471458,87478016,4
87471508,87471003,21
87471508,87471516,6
87471508,87471524,9
87471508,87478404,17
87471508,87478768,8
87471516,87471508,9
87471516,87471524,5
87471524,87471003,35
87471524,87471508,9
87471524,87471516,5
87471524,87471532,4
87471532,87471524,4
87471532,87471540,4
87471540,87334490,5
87471540,87471532,4
87472605,87182568,1
87472605,87182881,1
87472639,87534321,1
87473009,87473108,10
87473009,87473116,5
87473009,87473124,4
87473009,87473140,9
87473009,87473207,15
87473009,87478164,60
87473058,87471078,12
87473058,87471086,7
87473058,87473066,4
87473066,87471086,9
87473066,87473058,4
87473066,87473074,6
87473074,87473066,6
87473074,87473082,7
87473074,87473108,14
87473082,87473074,7
87473082,87473090,7
87473090,87473082,6
87473090,87473108,6
87473108,87471003,40
87473108,87471094,21
87473108,87473009,11
87473108,87473074,13
87473108,87473090,6
87473108,87473116,7
87473108,87473264,18
87473116,87473009,8
87473116,87473108,7
87473124,87473009,7
87473124,87473132,4
87473132,87473124,4
87473132,87473140,6
87473140,87473009,11
87473140,87473132,5
87473140,87473207,8
87473165,87473181,8
87473165,87473207,10
87473181,87473165,7
87473181,87473199,13
87473181,87473207,13
87473181,87473223,17
87473181,87474338,17
87473199,87473181,7
87473199,87474411,9
87473207,87473009,16
87473207,87473140,8
87473207,87473165,9
87473207,87473181,13
87473207,87473223,35
87473207,87473512,13
87473207,87473801,5
87473207,87474338,29
87473223,87473181,14
87473223,87473207,35
87473264,87473108,19
87473264,87473272,10
87473272,87473264,10
87473272,87478164,25
87473272,87478180,10
87473504,87473561,11
87473512,87473207,14
87473512,87473579,5
87473520,87473538,5
87473520,87473579,4
87473538,87473520,6
87473538,87473587,5
87473546,87473553,9
87473546,87473587,5
87473553,87473546,9
87473553,87473561,3
87473561,87473504,12
87473561,87473553,3
87473579,87473512,5
87473579,87473520,4
87473587,87473538,5
87473587,87473546,4
87473801,87473207,5
87473801,87473819,7
87473819,87473801,8
87473819,87473827,6
87473827,87473819,6
87473827,87473835,6
87473835,87473827,6
87473835,87473843,2
87473843,87473835,3
87473843,87473876,6
87473850,87322347,3
87473850,87473868,7
87473868,87473850,6
87473876,87322347,5
87473876,87473843,5
87474007,87474098,61
87474007,87474213,5
87474007,87474221,9
87474007,87474239,10
87474015,87474056,21
87474015,87474239,9
87474056,87474015,23
87474056,87474064,6
87474064,87474015,28
87474064,87474056,7
87474064,87474098,22
87474064,87474239,35
87474098,87474007,63
87474098,87474064,19
87474098,87474155,11
87474098,87476002,35
87474155,87474098,13
87474155,87474189,7
87474155,87476317,14
87474189,87474155,7
87474189,87476317,10
87474213,87474007,7
87474213,87474221,5
87474221,87474007,10
87474221,87474213,5
87474221,87474239,4
87474239,87474007,13
87474239,87474015,9
87474239,87474221,4
87474239,87474262,4
87474239,87474270,10
87474262,87474239,4
87474262,87474270,7
87474270,87474239,10
87474270,87474262,7
87474270,87474296,6
87474270,87474320,10
87474270,87474338,14
87474296,87474270,5
87474296,87474312,4
87474312,87474296,4
87474312,87474320,5
87474320,87474270,10
87474320,87474312,5
87474320,87474338,8
87474338,87473181,18
87474338,87473207,30
87474338,87474270,14
87474338,87474320,6
87474338,87474411,6
87474411,87473199,9
87474411,87474338,7
87476002,87474098,35
87476002,87476200,17
87476002,87476234,20
87476002,87476259,5
87476002,87476309,6
87476002,87476317,12
87476002,87476606,28
87476200,87476002,18
87476200,87476226,7
87476200,87476259,13
87476200,87476606,11
87476200,87476648,3
87476226,87476200,7
87476226,87476234,4
87476234,87476200,15
87476234,87476226,4
87476234,87476242,5
87476234,87476259,8
87476242,87476234,5
87476242,87476259,5
87476259,87476002,6
87476259,87476200,12
87476259,87476234,8
87476259,87476242,6
87476309,87476002,8
87476309,87476317,7
87476317,87474155,14
87476317,87474189,9
87476317,87476002,12
87476317,87476309,8
87476606,87471300,26
87476606,87476002,26
87476606,87476200,10
87476606,87476648,9
87476606,87476671,12
87476648,87476200,3
87476648,87476606,10
87476671,87471300,15
87476671,87476606,13
87476671,87476689,7
87476689,87471300,9
87476689,87476671,8
87476754,87471300,9
87476754,87476762,4
87476762,87476754,4
87476762,87476770,4
87476762,87481846,8
87476770,87476762,4
87476770,87481846,5
87478016,87471458,4
87478016,87478024,4
87478024,87478016,4
87478024,87478032,5
87478032,87471391,14
87478032,87478024,3
87478032,87478040,5
87478032,87478057,8
87478040,87471391,16
87478040,87478032,5
87478040,87478057,6
87478057,87471003,25
87478057,87471391,19
87478057,87478032,9
87478057,87478040,6
87478057,87478065,6
87478057,87478073,10
87478065,87478057,6
87478065,87478073,6
87478073,87471391,28
87478073,87478057,10
87478073,87478065,6
87478073,87478081,6
87478073,87478099,9
87478073,87478107,15
87478073,87478123,13
87478073,87478164,30
87478073,87478263,14
87478081,87478073,6
87478081,87478099,5
87478081,87478107,11
87478099,87478073,9
87478099,87478081,5
87478099,87478107,8
87478107,87478073,13
87478107,87478081,8
87478107,87478099,6
87478123,87478073,13
87478123,87478131,8
87478123,87478164,24
87478131,87478123,8
87478131,87478149,11
87478149,87478131,11
87478149,87478156,8
87478156,87478149,8
87478156,87478164,15
87478164,87473009,60
87478164,87473272,26
87478164,87478073,30
87478164,87478123,24
87478164,87478156,15
87478164,87478180,10
87478180,87473272,10
87478180,87478164,12
87478263,87448514,18
87478263,87478073,17
87478404,87396408,22
87478404,87471508,17
87478404,87478511,4
87478404,87478537,10
87478404,87478552,14
87478404,87478743,6
87478404,87478750,9
87478511,87478404,7
87478511,87478537,9
87478537,87478404,12
87478537,87478511,9
87478537,87478545,5
87478537,87478552,8
87478545,87478537,5
87478545,87478552,5
87478552,87396234,12
87478552,87396259,11
87478552,87478404,15
87478552,87478537,8
87478552,87478545,5
87478552,87478560,7
87478560,87396234,9
87478560,87396259,6
87478560,87478552,7
87478743,87478404,8
87478743,87478750,5
87478750,87478743,5
87478750,87478768,4
87478768,87471508,8
87478768,87478750,4
87481002,87354589,4
87481002,87471003,75
87481002,87471300,42
87481002,87481036,9
87481002,87481051,4
87481002,87481069,7
87481002,87481143,7
87481002,87481192,17
87481002,87481366,45
87481002,87481440,15
87481002,87481804,9
87481002,87481812,13
87481002,87481838,20
87481002,87486019,41
87481002,87590331,8
87481036,87481002,10
87481036,87481200,9
87481051,87481002,6
87481051,87481069,4
87481069,87481051,5
87481069,87481804,4
87481143,87481002,9
87481143,87481150,4
87481150,87481143,4
87481150,87481168,4
87481168,87481150,3
87481168,87481184,4
87481176,87481457,5
87481176,87486894,6
87481184,87481168,4
87481184,87481192,6
87481192,87481002,18
87481192,87481184,5
87481192,87484006,23
87481192,87484386,8
87481200,87481036,9
87481200,87481218,5
87481218,87481200,5
87481218,87481226,5
87481226,87481200,9
87481226,87481218,6
87481226,87481234,5
87481226,87481366,10
87481234,87481226,5
87481234,87481242,7
87481242,87481234,7
87481242,87481259,4
87481259,87481242,4
87481259,87481267,3
87481267,87481259,3
87481267,87481283,8
87481283,87481267,7
87481366,87481226,10
87481366,87481390,12
87481390,87481366,11
87481390,87486563,12
87481408,87354597,2
87481408,87481416,5
87481416,87481408,6
87481416,87481424,4
87481424,87481416,4
87481424,87481432,4
87481432,87481424,5
87481432,87481440,4
87481440,87481002,16
87481440,87481176,20
87481440,87481432,2
87481440,87481457,5
87481440,87481465,8
87481457,87481176,5
87481457,87481440,5
87481465,87481440,8
87481465,87486126,7
87481564,87590356,3
87481564,87590364,2
87481598,87481614,10
87481598,87590828,9
87481614,87481598,10
87481614,87481622,8
87481622,87481614,8
87481622,87590372,10
87481648,87471367,16
87481689,87321745,2
87481689,87481713,4
87481697,87481747,3
87481697,87481754,3
87481705,87321745,1
87481705,87481721,10
87481705,87481747,11
87481705,87481838,15
87481713,87481689,4
87481713,87481721,6
87481721,87481713,6
87481721,87481838,8
87481747,87481697,3
87481747,87481705,10
87481754,87481697,3
87481754,87481762,5
87481762,87481754,4
87481762,87481770,4
87481770,87481762,4
87481770,87481788,5
87481788,87481770,2
87481804,87481002,12
87481804,87481069,4
87481804,87481812,6
87481804,87481838,15
87481812,87481002,15
87481812,87481804,6
87481812,87481820,5
87481812,87481838,9
87481820,87481812,4
87481820,87481838,7
87481838,87321745,15
87481838,87481002,22
87481838,87481705,15
87481838,87481721,8
87481838,87481804,13
87481838,87481812,9
87481838,87481820,6
87481838,87481846,8
87481846,87471300,17
87481846,87476770,5
87481846,87481838,9
87484006,87396408,24
87484006,87481002,43
87484006,87481192,22
87484006,87484048,2
87484006,87484329,8
87484006,87484337,8
87484006,87487603,22
87484006,87487884,13
87484006,87701532,5
87484048,87484006,4
87484048,87484139,7
87484048,87484147,10
87484139,87484006,9
87484139,87484048,8
87484139,87484147,4
87484147,87484006,14
87484147,87484048,11
87484147,87484139,4
87484147,87484154,4
87484154,87484147,4
87484154,87484170,6
87484170,87396408,8
87484170,87484154,6
87484204,87484246,10
87484204,87484337,6
87484246,87484204,10
87484246,87484303,15
87484303,87484246,12
87484303,87486894,15
87484329,87484006,9
87484329,87484337,3
87484337,87484006,10
87484337,87484204,5
87484337,87484329,4
87484337,87484352,8
87484352,87484337,8
87484352,87484360,4
87484360,87484352,4
87484360,87484386,5
87484386,87481192,8
87484386,87484360,6
87485003,87437798,7
87485003,87437806,3
87485003,87485110,7
87485003,87485185,8
87485003,87485227,18
87485003,87486258,70
87485102,87437806,3
87485102,87485110,4
87485110,87485003,9
87485110,87485102,5
87485110,87485136,8
87485110,87485144,13
87485136,87485110,8
87485136,87485144,7
87485144,87485110,14
87485144,87485136,6
87485144,87485151,6
87485144,87491001,28
87485144,87491035,40
87485151,87485144,6
87485151,87491019,8
87485185,87485003,9
87485185,87485193,5
87485193,87485185,5
87485193,87485227,9
87485227,87485003,20
87485227,87485193,9
87485227,87485250,8
87485250,87485227,8
87485250,87485268,4
87485250,87485300,12
87485268,87485250,4
87485268,87485300,11
87485300,87485250,12
87485300,87485268,13
87485300,87485326,8
87485300,87485342,15
87485300,87485474,8
87485300,87485490,15
87485326,87485300,9
87485326,87485334,5
87485326,87485342,8
87485334,87485326,5
87485334,87485342,6
87485342,87485300,16
87485342,87485326,9
87485342,87485334,6
87485342,87485359,5
87485342,87491357,24
87485359,87485342,5
87485359,87491258,6
87485474,87485300,8
87485474,87485490,7
87485490,87485300,15
87485490,87485474,10
87485490,87485508,5
87485490,87485524,8
87485490,87485532,13
87485490,87485540,14
87485508,87485490,6
87485508,87485524,6
87485524,87485490,9
87485524,87485508,6
87485524,87485532,6
87485524,87485540,8
87485532,87485490,27
87485532,87485524,5
87485532,87485540,5
87485540,87485490,15
87485540,87485524,9
87485540,87485532,5
87485540,87575001,16
87486019,87481440,27
87486019,87486142,8
87486019,87486258,50
87486019,87486308,10
87486019,87486332,28
87486019,87486423,14
87486126,87481465,6
87486126,87486142,9
87486142,87486019,9
87486142,87486126,9
87486258,87485003,70
87486258,87486019,50
87486308,87486019,12
87486308,87486316,5
87486316,87486308,5
87486316,87486324,4
87486324,87486316,4
87486324,87486332,11
87486332,87486019,27
87486332,87486324,10
87486332,87487314,20
87486423,87486019,13
87486423,87486431,8
87486423,87486449,14
87486431,87486423,8
87486431,87486449,7
87486449,87486423,12
87486449,87486431,5
87486563,87481390,12
87486563,87486571,5
87486571,87486563,3
87486894,87481176,6
87486894,87484303,18
87487009,87487249,21
87487009,87487637,13
87487231,87487249,14
87487249,87487009,21
87487249,87487231,14
87487249,87487280,14
87487280,87487249,14
87487280,87487298,7
87487280,87487314,12
87487298,87487280,10
87487314,87486332,19
87487314,87487280,11
87487603,87484006,21
87487603,87487637,16
87487603,87487876,9
87487603,87487884,11
87487603,87571000,32
87487603,87571794,10
87487637,87487009,15
87487637,87487603,17
87487843,87487892,5
87487843,87701532,5
87487876,87487603,9
87487876,87487884,5
87487884,87484006,13
87487884,87487603,12
87487884,87487876,4
87487884,87487892,4
87487892,87487843,5
87487892,87487884,4
87487892,87701532,25
87491001,87485144,30
87491001,87491035,11
87491001,87491076,12
87491001,87491100,20
87491001,87491324,17
87491001,87491357,27
87491001,87491449,21
87491001,87491811,17
87491019,87485151,8
87491019,87491035,8
87491035,87485144,42
87491035,87491001,12
87491035,87491019,7
87491076,87491001,12
87491076,87491449,13
87491100,87491001,20
87491100,87491142,20
87491142,87491100,21
87491142,87491183,19
87491183,87491142,13
87491183,87491191,7
87491183,87491209,13
87491191,87491183,7
87491191,87491209,10
87491209,87491183,10
87491209,87491191,7
87491209,87491217,4
87491209,87491241,13
87491217,87491209,5
87491217,87491225,5
87491225,87491217,6
87491225,87491233,5
87491233,87491225,5
87491233,87491241,4
87491241,87491209,12
87491241,87491233,4
87491241,87491266,3
87491241,87581595,12
87491258,87485359,6
87491258,87491290,6
87491266,87491241,3
87491266,87491274,5
87491274,87491266,5
87491274,87491282,4
87491282,87491274,4
87491282,87581595,5
87491290,87491258,6
87491290,87491357,11
87491324,87491001,17
87491324,87491357,13
87491357,87485342,22
87491357,87491001,28
87491357,87491290,11
87491357,87491324,12
87491449,87491001,22
87491449,87491076,13
87491449,87491472,10
87491472,87491449,10
87491472,87491506,10
87491506,87491472,10
87491506,87583005,18
87491803,87491811,7
87491811,87491001,19
87491811,87491803,9
87497461,87446179,4
87497461,87611301,4
87534321,87472639,1
87534321,87534339,2
87534339,87534321,2
87534339,87534347,3
87534347,87181131,5
87534347,87534339,2
87543009,87543017,4
87543009,87543116,8
87543009,87543371,6
87543009,87574004,25
87543009,87574111,8
87543009,87574137,11
87543009,87574160,15
87543017,87543009,6
87543017,87543033,8
87543017,87543074,45
87543017,87543165,28
87543017,87547000,64
87543017,87574004,28
87543017,87576009,44
87543017,87684290,75
87543017,87686667,73
87543017,87696146,115
87543033,87543017,7
87543033,87543041,5
87543041,87543017,9
87543041,87543033,4
87543041,87543058,5
87543058,87543033,7
87543058,87543041,5
87543058,87543066,5
87543066,87543058,6
87543066,87543074,5
87543074,87543017,45
87543074,87543058,10
87543074,87543066,5
87543074,87543082,7
87543074,87543090,8
87543082,87543074,6
87543082,87543090,5
87543090,87543074,9
87543090,87543082,5
87543090,87545111,4
87543090,87545137,11
87543116,87543009,10
87543116,87543124,7
87543124,87543009,15
87543124,87543116,7
87543124,87543140,9
87543140,87543124,9
87543140,87543157,5
87543140,87543165,10
87543157,87543140,5
87543157,87543165,8
87543165,87543017,26
87543165,87543140,10
87543165,87543157,7
87543165,87543199,7
87543165,87576009,12
87543165,87576082,10
87543199,87543165,7
87543199,87576009,7
87543371,87543009,8
87543371,87574111,4
87545111,87543090,4
87545111,87545129,4
87545129,87545111,4
87545129,87545137,7
87545137,87543090,12
87545137,87545129,8
87545137,87547000,34
87545525,87545657,12
87545525,87547000,37
87545525,87686006,49
87545525,87686667,50
87545657,87545525,13
87545657,87545707,13
87545657,87547000,60
87545707,87394007,21
87545707,87545657,12
87545707,87545731,11
87545731,87545707,12
87545731,87545756,9
87545756,87545731,9
87545756,87574509,11
87547000,87543017,57
87547000,87545137,31
87547000,87545525,33
87547000,87545657,57
87559070,87691600,2
87559070,87696450,8
87562421,87734004,9
87562421,87734087,6
87565143,87756775,4
87565143,87756783,5
87566919,87721548,3
87566919,87721555,2
87571000,87396606,26
87571000,87487603,30
87571000,87571240,4
87571000,87571406,18
87571000,87571513,9
87571000,87571539,30
87571000,87571547,17
87571000,87571836,12
87571000,87571851,7
87571000,87571885,6
87571000,87574699,14
87571000,87575035,9
87571216,87574558,18
87571240,87396606,39
87571240,87571000,5
87571240,87571273,7
87571240,87574004,25
87571240,87574343,12
87571240,87574434,8
87571240,87574475,15
87571240,87574491,19
87571273,87571240,6
87571273,87574343,8
87571273,87574368,5
87571406,87009696,9
87571406,87571000,23
87571406,87571414,2
87571414,87571406,2
87571414,87571422,4
87571422,87571414,4
87571422,87571430,6
87571430,87571422,6
87571430,87571448,5
87571448,87571430,4
87571448,87571455,5
87571455,87571448,4
87571455,87571463,7
87571463,87571455,7
87571463,87571471,8
87571471,87571430,20
87571471,87571463,6
87571513,87571000,11
87571513,87571539,7
87571539,87571000,15
87571539,87571513,8
87571539,87571547,6
87571547,87571539,6
87571547,87571554,7
87571554,87396606,9
87571554,87571547,7
87571604,87571612,7
87571604,87571885,5
87571612,87571604,6
87571612,87571638,8
87571638,87571000,35
87571638,87571612,8
87571638,87571653,6
87571653,87571638,7
87571653,87571687,13
87571687,87571638,25
87571687,87571653,13
87571794,87487603,10
87571794,87571802,4
87571794,87571828,11
87571802,87571794,4
87571802,87571810,6
87571810,87571802,6
87571810,87571828,7
87571828,87571794,11
87571828,87571810,6
87571828,87571836,4
87571836,87571000,13
87571836,87571240,13
87571836,87571828,4
87571836,87571844,6
87571844,87571000,11
87571844,87571836,5
87571844,87571851,4
87571851,87571000,9
87571851,87571844,4
87571885,87009696,4
87571885,87571000,7
87571885,87571240,23
87571885,87571604,5
87574004,87543009,27
87574004,87543017,29
87574004,87571000,85
87574004,87571240,23
87574004,87574194,10
87574004,87574251,3
87574004,87574301,6
87574004,87574319,7
87574004,87574343,15
87574111,87543371,4
87574111,87574129,3
87574111,87574137,6
87574129,87574111,4
87574129,87574137,5
87574137,87543009,13
87574137,87574129,5
87574137,87574152,3
87574137,87574160,5
87574152,87574137,3
87574152,87574160,4
87574160,87574004,15
87574160,87574137,6
87574160,87574152,4
87574160,87574194,7
87574194,87574004,10
87574194,87574160,8
87574194,87574236,5
87574236,87574194,5
87574236,87574244,5
87574244,87574236,5
87574244,87574251,5
87574251,87574004,6
87574251,87574244,5
87574301,87574004,7
87574301,87574319,5
87574319,87574004,9
87574319,87574301,5
87574319,87574327,5
87574319,87574335,8
87574319,87574343,9
87574327,87574319,4
87574327,87574335,5
87574327,87574343,8
87574335,87574319,7
87574335,87574343,5
87574343,87571240,11
87574343,87571273,8
87574343,87574004,16
87574343,87574319,9
87574343,87574327,8
87574343,87574335,5
87574343,87574368,6
87574368,87571273,6
87574368,87574343,5
87574434,87571240,7
87574434,87574442,4
87574442,87574434,3
87574442,87574459,4
87574459,87574442,4
87574459,87574475,5
87574475,87571240,14
87574475,87574459,5
87574475,87574491,5
87574491,87574475,5
87574491,87574848,5
87574491,87574855,6
87574509,87545756,12
87574509,87574533,11
87574533,87574509,11
87574533,87574541,6
87574541,87574533,5
87574541,87574558,9
87574558,87571216,17
87574558,87574541,8
87574558,87574640,12
87574558,87574665,28
87574640,87574558,14
87574640,87574665,13
87574665,87574558,30
87574665,87574640,12
87574665,87574681,10
87574681,87574665,10
87574681,87574699,7
87574699,87571000,15
87574699,87574681,7
87574848,87574491,4
87574848,87574855,3
87574855,87328195,7
87574855,87574475,10
87574855,87574491,6
87574855,87574848,3
87574855,87574897,10
87574897,87328195,4
87574897,87574855,11
87574897,87576868,8
87575001,87324095,7
87575001,87485540,14
87575001,87575217,18
87575001,87575225,6
87575001,87575274,5
87575001,87575290,10
87575001,87575704,9
87575001,87575845,33
87575035,87571000,10
87575035,87575043,6
87575035,87575050,35
87575043,87575035,6
87575043,87575050,7
87575050,87575043,7
87575050,87575068,5
87575050,87575076,20
87575068,87575050,5
87575068,87575076,4
87575076,87575068,4
87575076,87575118,4
87575076,87575126,5
87575118,87571000,24
87575118,87575076,4
87575118,87575126,4
87575126,87575076,6
87575126,87575118,4
87575126,87575134,6
87575126,87575142,8
87575134,87575126,6
87575134,87575142,6
87575142,87324095,12
87575142,87575126,8
87575142,87575134,5
87575142,87575167,3
87575142,87575175,6
87575167,87575142,4
87575167,87575175,4
87575175,87575142,6
87575175,87575167,3
87575175,87575183,4
87575183,87575175,4
87575183,87575191,3
87575191,87575183,3
87575191,87575217,3
87575217,87324095,2
87575217,87575183,8
87575217,87575191,4
87575225,87324095,2
87575225,87575001,6
87575274,87575001,7
87575274,87577403,4
87575290,87575001,13
87575290,87575332,6
87575290,87575365,16
87575290,87577403,6
87575332,87575290,6
87575332,87575357,8
87575332,87575365,12
87575357,87575332,8
87575357,87575365,6
87575365,87575290,15
87575365,87575332,12
87575365,87575357,6
87575365,87583849,8
87575480,87575498,8
87575480,87575845,9
87575480,87592543,16
87575498,87575480,8
87575498,87592543,11
87575704,87575001,12
87575704,87575845,26
87575845,87575001,35
87575845,87575480,10
87575845,87575704,25
87576009,87543017,41
87576009,87543165,11
87576009,87543199,7
87576009,87574897,30
87576009,87576090,4
87576009,87576108,9
87576009,87576116,11
87576009,87576207,18
87576009,87576272,23
87576009,87576728,15
87576009,87576884,18
87576009,87597039,10
87576009,87597062,50
87576025,87576173,3
87576025,87576181,5
87576082,87543165,10
87576082,87576140,5
87576090,87576009,5
87576090,87576108,5
87576108,87576090,6
87576108,87576116,5
87576116,87576009,10
87576116,87576108,4
87576116,87576132,6
87576116,87576207,10
87576132,87576116,6
87576132,87576207,7
87576140,87576082,5
87576140,87576157,8
87576157,87576140,7
87576157,87576165,4
87576165,87576157,4
87576165,87576173,5
87576173,87576025,3
87576173,87576165,6
87576181,87576025,5
87576181,87576199,7
87576181,87699223,2
87576199,87576876,6
87576199,87699223,1
87576207,87576009,16
87576207,87576116,8
87576207,87576132,5
87576207,87576272,14
87576207,87576298,40
87576207,87576405,5
87576207,87576439,14
87576207,87696005,38
87576215,87576231,7
87576223,87576231,6
87576223,87576876,6
87576231,87576215,7
87576231,87576223,6
87576272,87576009,25
87576272,87576207,16
87576272,87576280,6
87576272,87576298,12
87576280,87576272,6
87576280,87576298,8
87576298,87576272,11
87576298,87576280,8
87576298,87576306,7
87576298,87576322,16
87576306,87576298,7
87576306,87576322,12
87576322,87576009,57
87576322,87576298,15
87576322,87576306,9
87576322,87576348,11
87576322,87641357,19
87576348,87576322,12
87576348,87641357,9
87576405,87576207,5
87576405,87576439,8
87576439,87576207,13
87576439,87576405,9
87576439,87576447,6
87576439,87696005,28
87576447,87576439,6
87576447,87576454,5
87576454,87576447,4
87576454,87576470,8
87576470,87576454,8
87576470,87696005,13
87576728,87576009,11
87576728,87576884,9
87576868,87574897,8
87576868,87576876,6
87576876,87576199,5
87576876,87576223,7
87576876,87576868,6
87576876,87576884,6
87576884,87574897,17
87576884,87576009,17
87576884,87576728,7
87576884,87576876,6
87577403,87575274,4
87577403,87575290,5
87580340,87751008,6
87580340,87751602,10
87581009,87278259,6
87581009,87581595,3
87581009,87581751,5
87581009,87581801,3
87581009,87582692,29
87581009,87582700,10
87581009,87582775,40
87581181,87581199,4
87581181,87581710,4
87581199,87581181,3
87581199,87581215,6
87581215,87581199,6
87581215,87581231,6
87581231,87581215,6
87581231,87581256,13
87581256,87581231,12
87581256,87581314,14
87581314,87581256,13
87581314,87581371,21
87581371,87581314,22
87581371,87581389,8
87581389,87581371,6
87581538,87278259,3
87581538,87581736,6
87581595,87491241,13
87581595,87491282,6
87581595,87581009,4
87581595,87581850,4
87581595,87584052,18
87581710,87581181,4
87581710,87581728,4
87581728,87581710,4
87581728,87581736,4
87581736,87581538,6
87581736,87581728,4
87581751,87278259,3
87581751,87581009,6
87581751,87581793,3
87581751,87582478,16
87581793,87581751,3
87581793,87582403,4
87581801,87581009,5
87581801,87581835,4
87581801,87582684,5
87581801,87582692,7
87581835,87581009,16
87581835,87581801,4
87581835,87582684,3
87581850,87581595,5
87581850,87584755,4
87582403,87581793,4
87582403,87582445,8
87582445,87582403,9
87582445,87582478,8
87582478,87581009,50
87582478,87581751,16
87582478,87582445,6
87582478,87582536,17
87582478,87582601,5
87582478,87673103,32
87582536,87582478,17
87582536,87582551,8
87582551,87582536,9
87582551,87673103,11
87582601,87582478,5
87582601,87582619,5
87582619,87582601,5
87582619,87582635,5
87582635,87582619,4
87582635,87582643,2
87582643,87582635,3
87582643,87582668,5
87582668,87582643,3
87582684,87581801,5
87582684,87581835,3
87582684,87582692,5
87582692,87581801,8
87582692,87582684,4
87582692,87582700,4
87582692,87582718,5
87582700,87581009,11
87582700,87582692,4
87582700,87582718,3
87582700,87582742,7
87582718,87582692,5
87582718,87582700,3
87582718,87582726,3
87582718,87582734,6
87582726,87582718,3
87582726,87582734,4
87582734,87582718,6
87582734,87582726,4
87582734,87582742,3
87582734,87582759,5
87582742,87582700,7
87582742,87582734,3
87582742,87582759,4
87582742,87582775,7
87582759,87582734,5
87582759,87582742,4
87582759,87582767,4
87582759,87582775,8
87582767,87582759,3
87582767,87582775,7
87582775,87581009,40
87582775,87582742,7
87582775,87582759,6
87582775,87582767,4
87582775,87582825,3
87582775,87582866,10
87582825,87582775,4
87582825,87582833,3
87582833,87582825,4
87582833,87582841,4
87582841,87582833,4
87582841,87582858,5
87582858,87582841,4
87582858,87582866,4
87582866,87582775,11
87582866,87582858,4
87582866,87582882,6
87582866,87586545,10
87582882,87582866,6
87582882,87586479,5
87583005,87491506,17
87583005,87583674,17
87583005,87583823,14
87583674,87583005,19
87583674,87583690,9
87583690,87583674,9
87583690,87584540,9
87583823,87583005,16
87583823,87583849,10
87583849,87575365,8
87583849,87583823,10
87584052,87581595,17
87584052,87584102,7
87584052,87584508,5
87584052,87584516,9
87584052,87584714,5
87584052,87584722,7
87584102,87584052,7
87584102,87584136,7
87584136,87584102,7
87584136,87584151,5
87584136,87584177,8
87584136,87584193,17
87584151,87584136,5
87584151,87584177,6
87584177,87584136,8
87584177,87584151,6
87584177,87584193,7
87584177,87584201,4
87584193,87584136,13
87584193,87584177,7
87584193,87584201,5
87584193,87584235,7
87584193,87584268,15
87584201,87584177,4
87584201,87584193,6
87584235,87584193,7
87584235,87584243,4
87584235,87584268,10
87584243,87584235,4
87584243,87584268,8
87584268,87584193,14
87584268,87584235,9
87584268,87584243,7
87584268,87584425,14
87584268,87584441,17
87584425,87584268,14
87584425,87584441,4
87584441,87584268,16
87584441,87584425,4
87584441,87584466,5
87584441,87584474,7
87584441,87595751,21
87584466,87584441,6
87584466,87584474,4
87584474,87584441,7
87584474,87584466,4
87584474,87595751,8
87584508,87584052,5
87584508,87584516,6
87584516,87584052,10
87584516,87584508,6
87584516,87584532,6
87584516,87584607,6
87584516,87584615,8
87584516,87595322,13
87584532,87584516,7
87584532,87584540,6
87584540,87583690,8
87584540,87584532,6
87584607,87584516,6
87584607,87584615,4
87584615,87584516,8
87584615,87584607,4
87584615,87595322,8
87584714,87584052,6
87584714,87584722,5
87584722,87584714,5
87584722,87584730,3
87584730,87584722,3
87584730,87584755,5
87584755,87581850,4
87584755,87584730,5
87586008,87586107,10
87586008,87586404,7
87586008,87586438,28
87586008,87611855,10
87586008,87611863,26
87586008,87611897,50
87586107,87586008,12
87586107,87586693,6
87586404,87586008,8
87586404,87586412,11
87586412,87586404,10
87586412,87586438,13
87586438,87586008,30
87586438,87586412,13
87586438,87586446,9
